Index,Accident_Severity,Accident Date,Latitude,Light_Conditions,District Area,Longitude,Number_of_Casualties,Number_of_Vehicles,Road_Surface_Conditions,Road_Type,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200701EO40738,Serious,2019-04-14,51.522029,Daylight,Islington,-0.106978,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40739,Slight,2019-10-29,51.518186,Daylight,City Of London,-0.114056,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40740,Slight,2019-10-20,51.535116,Darkness - Lights Lit,Camden,-0.189778,3.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40742,Slight,2019-07-11,51.539723,Daylight,Islington,-0.094563,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701EO40743,Slight,2019-08-01,51.533517,Darkness - Lights Lit,Camden,-0.122362,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40744,Slight,2019-10-13,51.518839,Darkness - Lights Lit,Camden,-0.121092,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40746,Slight,2019-10-10,51.525565,Daylight,Camden,-0.125573,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701EO40747,Slight,2019-10-24,51.537744,Daylight,Camden,-0.144972,3.0,3.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40748,Slight,2019-10-21,51.546289,Daylight,Camden,-0.19121,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40749,Slight,2019-10-26,51.548463,Darkness - Lights Lit,Islington,-0.123478,1.0,2.0,Wet,Single Carriageway,Urban,Raining & High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40750,Slight,2019-10-24,51.539492,Daylight,Islington,-0.102504,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40751,Slight,2019-08-16,51.541696,Daylight,Camden,-0.179134,1.0,3.0,Wet,Single Carriageway,Urban,Raining No High Winds,Heavy Goods Vehicle (Hgv)
200701EO40752,Serious,2019-10-16,51.529367,Darkness - Lights Lit,Islington,-0.115901,3.0,3.0,Dry,One Way Street,Urban,Fine No High Winds,Car
200701EO40753,Slight,2019-10-11,51.522691,Daylight,Camden,-0.125835,1.0,2.0,Dry,One Way Street,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40755,Slight,2019-11-14,51.515433,Daylight,Camden,-0.12743,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40756,Slight,2019-11-02,51.551449,Darkness - Lights Lit,Camden,-0.199227,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40757,Slight,2019-11-08,51.527611,Darkness - Lights Lit,Camden,-0.129814,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40758,Slight,2019-10-31,51.553979,Daylight,Islington,-0.114163,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40759,Slight,2019-11-07,51.556014,Darkness - Lights Lit,Camden,-0.14596,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40760,Slight,2019-11-02,51.521417,Darkness - Lights Lit,Camden,-0.113635,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40761,Slight,2019-11-13,51.524605,Darkness - Lights Lit,Islington,-0.093897,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40762,Serious,2019-11-01,51.548822,Daylight,Islington,-0.129088,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40763,Slight,2019-11-12,51.528707,Darkness - Lights Lit,Camden,-0.136545,1.0,1.0,Wet,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40764,Slight,2019-11-05,51.533883,Darkness - Lights Lit,Islington,-0.111533,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40766,Slight,2019-11-08,51.561482,Darkness - Lights Lit,Islington,-0.116594,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40767,Slight,2019-10-19,51.522049,Daylight,Camden,-0.124996,1.0,2.0,Dry,One Way Street,Urban,Fine No High Winds,Car
200701EO40769,Serious,2019-11-02,51.549204,Darkness - Lights Lit,Islington,-0.108014,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40770,Slight,2019-11-07,51.541779,Daylight,Camden,-0.138607,1.0,1.0,Dry,One Way Street,Urban,Fine No High Winds,Car
200701EO40771,Slight,2019-11-05,51.522121,Daylight,Islington,-0.107119,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701EO40772,Slight,2019-11-03,51.540452,Daylight,Camden,-0.139959,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40773,Slight,2019-11-14,51.527699,Daylight,Camden,-0.129666,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40774,Slight,2019-11-09,51.538511,Daylight,Camden,-0.142345,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40775,Slight,2019-11-08,51.548065,Daylight,Islington,-0.109936,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40776,Slight,2019-11-11,51.54553,Darkness - Lights Lit,Islington,-0.103263,2.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40777,Slight,2019-11-14,51.528472,Darkness - Lights Lit,Camden,-0.138717,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40778,Slight,2019-11-14,51.567353,Darkness - Lights Lit,Islington,-0.112599,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40779,Slight,2019-11-06,51.536248,Daylight,Islington,-0.102062,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40780,Slight,2019-11-07,51.530473,Darkness - Lights Lit,Islington,-0.100861,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40781,Slight,2019-11-14,51.525169,Daylight,Camden,-0.145916,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40782,Slight,2019-09-08,51.545844,Daylight,Camden,-0.151133,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40783,Slight,2019-11-07,51.550487,Darkness - Lights Lit,Islington,-0.109547,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40784,Slight,2019-10-15,51.516965,Daylight,Camden,-0.116413,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40785,Slight,2019-09-25,51.52566,Daylight,Islington,-0.086933,1.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Car
200701EO40786,Slight,2019-09-23,51.519756,Daylight,Camden,-0.122208,1.0,2.0,Dry,One Way Street,Urban,Fine No High Winds,Car
200701EO40788,Slight,2019-11-20,51.538533,Daylight,Islington,-0.109899,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40789,Slight,2019-11-03,51.549102,Daylight,Camden,-0.141048,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701EO40790,Slight,2019-11-06,51.563485,Darkness - Lights Lit,Islington,-0.106988,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40791,Slight,2019-11-05,51.541548,Daylight,Camden,-0.17539,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40792,Slight,2019-11-12,51.546618,Darkness - Lights Lit,Islington,-0.087208,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40793,Slight,2019-11-12,51.564957,Daylight,Islington,-0.120202,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701EO40794,Slight,2019-11-07,51.527867,Daylight,Camden,-0.117693,2.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40795,Slight,2019-11-08,51.543157,Daylight,Camden,-0.174749,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40796,Slight,2019-11-17,51.518417,Darkness - Lights Lit,Camden,-0.128461,2.0,2.0,Wet,One Way Street,Urban,Raining No High Winds,Taxi/Private Hire Car
200701EO40797,Slight,2019-09-25,51.54372,Daylight,Camden,-0.13622,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701EO40798,Slight,2019-11-17,51.541629,Darkness - Lights Lit,Camden,-0.17481,1.0,2.0,Wet,Single Carriageway,Urban,Other,Car
200701EO40799,Slight,2019-11-10,51.545788,Daylight,Camden,-0.141905,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40800,Slight,2019-11-17,51.547146,Daylight,Camden,-0.15959,1.0,2.0,Dry,Single Carriageway,Urban,Other,Car
200701EO40801,Slight,2019-11-22,51.532433,Darkness - Lights Lit,Camden,-0.138988,1.0,1.0,Dry,One Way Street,Urban,Fine No High Winds,Car
200701EO40802,Slight,2019-11-27,51.551537,Daylight,Camden,-0.175856,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701EO40803,Slight,2019-11-20,51.527069,Darkness - Lights Lit,Camden,-0.118447,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701EO40804,Slight,2019-11-20,51.523681,Daylight,Islington,-0.109072,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701EO40805,Slight,2019-10-10,51.541613,Darkness - Lights Lit,Camden,-0.17957,1.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Car
200701EO40806,Slight,2019-11-09,51.554433,Darkness - Lights Lit,Camden,-0.182809,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Motorcycle
200701EO40807,Slight,2019-11-19,51.534867,Daylight,Camden,-0.122451,1.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701EO40808,Slight,2019-11-01,51.552812,Daylight,Camden,-0.188499,2.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40809,Slight,2019-11-14,51.518841,Daylight,Camden,-0.121236,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40810,Slight,2019-11-06,51.539682,Daylight,Camden,-0.142442,1.0,2.0,Dry,One Way Street,Urban,Fine No High Winds,Car
200701EO40811,Slight,2019-11-11,51.546474,Daylight,Islington,-0.083897,3.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40812,Slight,2019-11-11,51.568361,Daylight,Islington,-0.141994,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40813,Slight,2019-11-16,51.540195,Darkness - Lights Lit,Camden,-0.157851,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40814,Slight,2019-11-11,51.539047,Daylight,Camden,-0.170732,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40815,Slight,2019-11-14,51.565549,Darkness - Lights Lit,Islington,-0.13475,1.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Taxi/Private Hire Car
200701EO40816,Slight,2019-11-14,51.559214,Daylight,Camden,-0.149292,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40817,Slight,2019-04-30,51.52396,Daylight,Camden,-0.137748,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40818,Slight,2019-11-14,51.563471,Daylight,Islington,-0.128487,1.0,2.0,Wet,Single Carriageway,Urban,Other,Bus Or Coach (17 Or More Pass Seats)
200701EO40819,Slight,2019-09-30,51.572548,Daylight,Haringey,-0.162316,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701EO40820,Slight,2019-09-27,51.528472,Darkness - Lights Lit,Camden,-0.138717,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40821,Slight,2019-10-03,51.534238,Daylight,Camden,-0.122477,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40823,Slight,2019-09-21,51.544686,Daylight,Camden,-0.134738,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40824,Slight,2019-09-18,51.548368,Daylight,Islington,-0.08425,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40825,Slight,2019-09-14,51.517567,Daylight,Camden,-0.12028,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40827,Slight,2019-09-12,51.521485,Daylight,Camden,-0.106713,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701EO40829,Slight,2019-10-12,51.519068,Daylight,Camden,-0.135497,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40830,Slight,2019-11-02,51.535095,Darkness - Lights Lit,Camden,-0.148108,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40831,Slight,2019-10-19,51.540575,Darkness - Lights Lit,Islington,-0.102748,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40832,Slight,2019-10-09,51.529816,Daylight,Islington,-0.115883,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40833,Slight,2019-10-29,51.546098,Darkness - Lights Lit,Camden,-0.178814,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701EO40834,Slight,2019-10-09,51.525502,Darkness - Lights Lit,Islington,-0.088237,1.0,2.0,Wet,Roundabout,Urban,Fine No High Winds,Car
200701EO40835,Slight,2019-10-09,51.555166,Daylight,Camden,-0.166334,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40836,Slight,2019-10-19,51.550305,Daylight,Islington,-0.109411,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Other Vehicle
200701EO40837,Serious,2019-10-02,51.530196,Daylight,Islington,-0.117164,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40838,Serious,2019-10-30,51.524331,Darkness - Lights Lit,Camden,-0.138454,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40839,Slight,2019-10-23,51.550088,Daylight,Camden,-0.140864,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701EO40840,Slight,2019-10-15,51.557018,Daylight,Islington,-0.135532,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40841,Slight,2019-10-23,51.524795,Daylight,Camden,-0.128055,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40842,Slight,2019-10-15,51.515209,Daylight,Camden,-0.11908,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701EO40843,Slight,2019-10-26,51.518749,Daylight,Camden,-0.121096,1.0,2.0,Wet,Dual Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40844,Slight,2019-11-01,51.546528,Darkness - Lights Lit,Islington,-0.087212,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40845,Slight,2019-10-14,51.517656,Daylight,Camden,-0.131519,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40846,Slight,2019-11-14,51.521076,Daylight,Camden,-0.114802,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40847,Slight,2019-11-15,51.560111,Daylight,Islington,-0.115208,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40848,Slight,2019-10-23,51.557385,Daylight,Islington,-0.119071,2.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40849,Slight,2019-10-21,51.544454,Daylight,Islington,-0.103452,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40850,Slight,2019-11-22,51.559299,Daylight,Islington,-0.137603,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701EO40851,Slight,2019-11-09,51.523625,Darkness - Lights Lit,Camden,-0.122337,1.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Taxi/Private Hire Car
200701EO40852,Serious,2019-10-18,51.521992,Daylight,Camden,-0.110295,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40853,Slight,2019-12-04,51.538008,Darkness - Lights Lit,Islington,-0.099682,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701EO40854,Slight,2019-11-12,51.566418,Daylight,Islington,-0.121584,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40855,Slight,2019-11-13,51.515684,Daylight,Camden,-0.126267,1.0,2.0,Wet,One Way Street,Urban,Other,Taxi/Private Hire Car
200701EO40856,Slight,2019-11-16,51.56492,Daylight,Islington,-0.134776,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40857,Serious,2019-11-21,51.528167,Darkness - Lights Lit,Islington,-0.09173,1.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40859,Slight,2019-11-18,51.562246,Daylight,Islington,-0.136328,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40860,Slight,2019-11-19,51.530669,Darkness - Lights Lit,Islington,-0.101862,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40861,Slight,2019-11-22,51.544213,Darkness - Lights Lit,Camden,-0.173265,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40863,Slight,2019-11-30,51.529853,Daylight,Camden,-0.123811,1.0,1.0,Wet,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40864,Slight,2019-11-22,51.528382,Darkness - Lights Lit,Camden,-0.138721,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40865,Serious,2019-11-21,51.547457,Daylight,Islington,-0.105634,1.0,1.0,Wet,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40867,Slight,2019-11-26,51.538878,Darkness - Lights Lit,Camden,-0.142763,1.0,2.0,Dry,Single Carriageway,Urban,Other,Motorcycle
200701EO40868,Slight,2019-11-19,51.545743,Daylight,Brent,-0.202481,1.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701EO40869,Slight,2019-11-23,51.535555,Daylight,Islington,-0.103677,1.0,1.0,Wet,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40870,Slight,2019-11-05,51.550764,Daylight,Islington,-0.109969,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40871,Serious,2019-11-07,51.526996,Darkness - Lights Lit,Camden,-0.130704,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40872,Slight,2019-11-21,51.557571,Darkness - Lights Lit,Islington,-0.119496,1.0,1.0,Wet,Dual Carriageway,Urban,Raining No High Winds,Car
200701EO40873,Serious,2019-11-19,51.541569,Darkness - Lights Lit,Islington,-0.102995,1.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701EO40874,Slight,2019-11-14,51.522351,Darkness - Lights Lit,Islington,-0.104659,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40875,Slight,2019-11-26,51.564519,Darkness - Lights Lit,Islington,-0.132195,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40876,Slight,2019-11-24,51.537403,Daylight,Camden,-0.192283,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40878,Slight,2019-11-23,51.531608,Darkness - Lights Lit,Islington,-0.109897,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40879,Slight,2019-11-27,51.534957,Darkness - Lights Lit,Camden,-0.122447,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701EO40881,Slight,2019-11-26,51.522871,Daylight,Camden,-0.114584,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40882,Serious,2019-11-20,51.53077,Darkness - Lights Lit,Islington,-0.119303,1.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40884,Slight,2019-11-29,51.524253,Daylight,Islington,-0.111067,1.0,2.0,Dry,Single Carriageway,Urban,Fog Or Mist,Taxi/Private Hire Car
200701EO40886,Slight,2019-11-21,51.530874,Daylight,Islington,-0.114541,1.0,1.0,Dry,One Way Street,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40887,Slight,2019-11-06,51.560058,Daylight,Islington,-0.123145,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40890,Slight,2019-11-20,51.528537,Darkness - Lights Lit,Camden,-0.125883,1.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701EO40892,Slight,2019-11-23,51.547934,Darkness - Lights Lit,Camden,-0.192876,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40893,Slight,2019-11-05,51.51805,Darkness - Lights Lit,Camden,-0.111179,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40894,Slight,2019-11-28,51.542119,Daylight,Islington,-0.092588,1.0,1.0,Wet,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40895,Slight,2019-11-11,51.565837,Daylight,Camden,-0.181777,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40896,Slight,2019-11-14,51.521972,Daylight,Camden,-0.108999,1.0,3.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40897,Slight,2019-11-29,51.554928,Daylight,Camden,-0.151197,1.0,2.0,Wet,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701EO40898,Slight,2019-11-22,51.530381,Darkness - Lights Lit,Camden,-0.123068,1.0,2.0,Wet,Dual Carriageway,Urban,Raining No High Winds,Taxi/Private Hire Car
200701EO40900,Slight,2019-11-17,51.526237,Darkness - Lights Lit,Camden,-0.133907,1.0,2.0,Wet,Dual Carriageway,Urban,Other,Car
200701EO40901,Serious,2019-11-30,51.553848,Darkness - Lights Lit,Camden,-0.185717,1.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701EO40902,Serious,2019-11-29,51.518841,Darkness - Lights Lit,Camden,-0.121236,1.0,2.0,Dry,Dual Carriageway,Urban,Fine & High Winds,Other Vehicle
200701EO40903,Slight,2019-05-03,51.552478,Daylight,Camden,-0.167019,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701EO40904,Slight,2019-12-02,51.535855,Daylight,Islington,-0.111163,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701EO40905,Slight,2019-05-14,51.542662,Darkness - Lights Lit,Camden,-0.137561,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
